Date,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2018-01-14,20964.96,3966.9,4441.29,0,12556.77,1364.14,11187.07,5.56,organic,2018,Portland
2018-01-21,321809.3,92142.87,54830.94,12823.81,162011.68,148818.14,13170.73,22.81,conventional,2018,CincinnatiDayton
2018-01-07,27971.66,1954.92,3857.27,0,22159.47,22155.03,4.44,0,organic,2018,Philadelphia
2018-03-18,428028.9,45178.07,315349.91,1354.16,66146.76,30679.34,34470.75,996.67,conventional,2018,NorthernNewEngland
2018-01-14,7130.97,158.28,101.58,0,6871.11,6847.77,23.34,0,organic,2018,NewOrleansMobile
2018-02-25,9497.75,2169.03,4285.39,0,3043.33,3036.67,6.66,0,organic,2018,Sacramento
2018-03-18,15940.36,459.28,3325.39,86.58,12069.11,10904.32,1164.79,0,organic,2018,RichmondNorfolk
2018-01-28,20325.75,9368.06,8808.8,0,2148.89,2148.89,0,0,organic,2018,SanFrancisco
2018-02-18,231729.88,71473.92,15783.23,7110.53,137362.2,108121.76,28080.54,1159.9,conventional,2018,CincinnatiDayton
2018-01-14,111113.11,49335.23,7414.97,8298.95,46063.96,19135.96,26830.36,97.64,conventional,2018,Boise
2018-02-11,157203.29,2778.55,41083.21,661.32,112680.21,108074.63,4605.58,0,organic,2018,Midsouth
2018-02-11,14630.14,919.6,20.32,0,13690.22,13683.55,6.67,0,organic,2018,Pittsburgh
2018-02-04,7508650.27,480603.9,5402444.45,14403.38,1611198.54,1275859.94,329682.23,5656.37,conventional,2018,Northeast
2018-03-04,139520.6,12002.12,105069.57,95.62,22353.29,16128.51,5941.45,283.33,conventional,2018,Albany
2018-03-18,574380.46,372785.73,43017.73,1301.33,157275.67,93201.11,63924.56,150,conventional,2018,Tampa
2018-01-28,8402.79,197.96,1131.65,0,7073.18,5671.11,1402.07,0,organic,2018,Orlando
2018-03-11,12744.6,763.9,91.2,0,11889.5,1124.44,10765.06,0,organic,2018,BuffaloRochester
2018-03-04,7399716.74,3596162.29,1104894.9,30623.35,2668036.2,2185246.31,416456.32,66333.57,conventional,2018,SouthCentral
2018-01-07,2725856.44,1275098.12,354221.03,91230.73,1005306.56,940327.03,18317.46,46662.07,conventional,2018,LosAngeles
2018-03-25,15303.4,2325.3,2171.66,0,10806.44,10569.8,236.64,0,organic,2018,WestTexNewMexico
2018-01-21,33986.68,928.1,12632.06,23.62,20402.9,1469.79,18905.41,27.7,organic,2018,Seattle
2018-03-18,10311.24,190.28,901.77,0,9219.19,7687.03,1532.16,0,organic,2018,Tampa
2018-03-11,25324.3,1328.95,14303.09,0,9692.26,9692.26,0,0,organic,2018,SanDiego
2018-01-07,283583.37,3107.8,47355.55,861.38,232258.64,223671.12,8587.52,0,organic,2018,Midsouth
2018-02-04,380214.74,102019.45,67966.25,13825.01,196404.03,165544.38,29548.07,1311.58,conventional,2018,CincinnatiDayton
2018-03-04,28699.66,6442.57,67.11,0,22189.98,21933.32,256.66,0,organic,2018,Houston
2018-03-04,239135.67,34245.39,67952.25,0,136938.03,136877.43,60.6,0,organic,2018,California
2018-03-25,38441.23,27.25,2031.54,0,36382.44,29466.95,6915.49,0,organic,2018,Boston
2018-03-11,23042.99,590.29,5224.55,0,17228.15,16438.54,789.61,0,organic,2018,Atlanta
2018-01-14,419189.36,36351.3,232190.19,443.69,150204.18,126685.84,23512.81,5.53,conventional,2018,Philadelphia
2018-02-25,188826.97,91834.24,12327.4,470.34,84194.99,70052.46,14017.07,125.46,conventional,2018,StLouis
2018-02-25,5356.63,816.56,532.59,0,4007.48,4007.48,0,0,organic,2018,Albany
2018-01-14,171192.49,76981.79,12192.94,419.29,81598.47,65370.95,16227.52,0,conventional,2018,StLouis
2018-03-11,695821.13,320199.4,36356.76,1628.73,337636.24,260152.24,74963.16,2520.84,conventional,2018,Atlanta
2018-03-11,17727.19,2335.09,3082.62,0,12309.48,12278.25,31.23,0,organic,2018,PhoenixTucson
2018-02-11,218329.7,79239.58,26356.05,2998.74,109735.33,73393.34,34338.97,2003.02,conventional,2018,Columbus
2018-01-07,4123104.83,1112028.17,1238992.5,350648.99,1421435.17,1154910.93,230241.31,36282.93,conventional,2018,GreatLakes
2018-01-21,14627.48,167.64,5921.25,176.32,8362.27,8026.25,336.02,0,organic,2018,RaleighGreensboro
2018-03-25,163592.4,18266.89,82910.91,80.6,62334,20541.67,41090.1,702.23,conventional,2018,BuffaloRochester
2018-01-07,224698.1,8227.83,55921.31,0,160398.29,126158.83,34239.46,0,organic,2018,GreatLakes
2018-01-28,30846.35,14.65,1628.45,0,29203.25,27876.23,1327.02,0,organic,2018,Boston
2018-02-25,527274.99,19622.47,376506.86,1796.38,129349.28,112254.26,15890.58,1204.44,conventional,2018,Boston
2018-02-25,249254.23,63442.49,91258.71,5678.86,88874.17,86338.79,2535.38,0,conventional,2018,Charlotte
2018-02-18,18386.3,2832.82,3012.13,0,12541.35,12509.06,32.29,0,organic,2018,PhoenixTucson
2018-02-04,273309.58,16597.29,41306.63,766.14,214639.52,188630.21,26009.31,0,organic,2018,Northeast
2018-01-14,446629.55,286535.45,36727.96,1153,122213.14,76263.43,45949.71,0,conventional,2018,Tampa
2018-03-11,41969.83,583.18,32382.95,0,9003.7,8990.36,13.34,0,organic,2018,Chicago
2018-03-25,5134637.05,443927.42,2940789.85,6733.38,1743186.4,1495884.84,232372.83,14928.73,conventional,2018,Northeast
2018-01-28,267305.91,63753.71,104053.12,1743.34,97755.74,87331.26,10414.48,10,conventional,2018,RichmondNorfolk
2018-01-21,1102213.13,129351.87,659069.49,4321.42,309470.35,304382.22,5088.13,0,conventional,2018,BaltimoreWashington
2018-03-11,676307.43,78454.87,308559.86,17485.05,271807.65,172296.2,99071.86,439.59,conventional,2018,Portland
2018-01-07,880266.52,436282.38,178669.53,9467.11,255847.5,99686.92,155870.58,290,conventional,2018,WestTexNewMexico
2018-01-21,235021.5,5114.24,53205.28,0,176491.02,89986.79,86504.23,0,organic,2018,GreatLakes
2018-02-04,27035.57,2687.03,3164.38,20.63,21163.53,21162.15,1.38,0,organic,2018,Philadelphia
2018-02-11,8859.53,11.55,2034.77,0,6813.21,6813.21,0,0,organic,2018,GrandRapids
2018-03-11,384595.79,106062.76,132338.25,5654.47,140540.31,135823.49,4716.82,0,conventional,2018,RaleighGreensboro
2018-01-21,1020913.2,505263.29,177911.4,9468.95,328269.56,118978.5,209131.06,160,conventional,2018,WestTexNewMexico
2018-01-07,161876.76,8645.3,92302.56,56.67,60872.23,12248.04,48624.19,0,conventional,2018,BuffaloRochester
2018-02-11,5216.61,165.47,836.48,6.51,4208.15,2420.23,1787.92,0,organic,2018,Jacksonville
2018-01-28,1647858.32,832418.81,103716.17,17666.27,694057.07,609576.26,84377.48,103.33,conventional,2018,Houston
2018-03-04,172050.58,67717.05,9189.29,437.35,94706.89,69210.53,16517.88,8978.48,conventional,2018,StLouis
2018-01-14,277616.71,80067.78,121405.45,189.01,75954.47,62453.61,13500.86,0,conventional,2018,HarrisburgScranton
2018-02-25,90985.4,10382.97,35406.21,0,45196.22,45169.68,26.54,0,organic,2018,LosAngeles
2018-03-18,166358.32,16300.2,70320.66,63.65,79673.81,22589.43,56334.38,750,conventional,2018,BuffaloRochester
2018-03-11,5239198.71,2984665.37,403000.78,18332.57,1833199.99,1211466.26,610537.41,11196.32,conventional,2018,Southeast
2018-02-18,7057862,3904868.07,1066061.08,25700.92,2061231.93,1513446.56,496221.25,51564.12,conventional,2018,SouthCentral
2018-02-25,6750361.46,2666133.31,1947660.32,110662.05,2025905.78,1908897.38,42064.35,74944.05,conventional,2018,California
2018-03-11,69014.81,1542.56,26198.85,139.06,41134.34,2974.28,38160.06,0,organic,2018,Seattle
2018-01-28,26069.14,4936.84,476.06,0,20656.24,19613.2,1043.04,0,organic,2018,DallasFtWorth
2018-01-07,39706.28,8896.86,939.38,22.09,29847.95,28597.18,1250.77,0,organic,2018,Denver
2018-03-04,23890.64,7.84,2254.05,0,21628.75,18636.4,2992.35,0,organic,2018,Boston
2018-02-04,521184.22,352425.87,40674.51,2373.28,125710.56,114300.77,11056.46,353.33,conventional,2018,NewOrleansMobile
2018-01-21,639421.29,288131.95,56731.74,1612.56,292945.04,158655.8,128969.24,5320,conventional,2018,Atlanta
2018-01-21,12422.7,8.94,5461.01,246.99,6705.76,6703.12,2.64,0,organic,2018,Charlotte
2018-01-21,105005.26,24435.65,33395.51,517.34,46656.76,22478.8,24044.51,133.45,conventional,2018,Spokane
2018-02-18,442206.63,274990.42,33938.4,1121.33,132156.48,82223.49,49809.66,123.33,conventional,2018,Tampa
2018-03-25,658169.39,75837.48,304991.92,14300.89,263039.1,166273.14,96427.92,338.04,conventional,2018,Portland
2018-02-18,896808.98,421321.21,191798.82,10065.33,273623.62,130348.75,140202.81,3072.06,conventional,2018,WestTexNewMexico
2018-02-11,5194.01,43.62,1629.27,0,3521.12,3117.67,403.45,0,organic,2018,Nashville
2018-01-21,138349.93,22596.66,3200.09,0,112553.18,105354.48,7198.7,0,organic,2018,SouthCentral
2018-03-04,13219.33,1054.97,10.45,0,12153.91,12153.91,0,0,organic,2018,Pittsburgh
2018-02-18,361966.97,70416.79,33890.23,18889.7,238770.25,177738.87,48953.96,12077.42,conventional,2018,Detroit
2018-02-18,7478.79,230.01,1110.05,0,6084.89,3988.42,2096.47,0,organic,2018,Indianapolis
2018-01-14,311185.65,76364.47,126208.57,1844.45,106768.16,84944.73,21823.43,0,conventional,2018,RichmondNorfolk
2018-02-11,352731.83,14675.9,270215.97,208.1,67631.86,65856.28,744.47,1031.11,conventional,2018,HartfordSpringfield
2018-03-25,8539.23,73.78,1301.09,0,7164.36,7162.69,1.67,0,organic,2018,GrandRapids
2018-03-04,33327.68,6525.07,6294.03,5.66,20502.92,20498.48,4.44,0,organic,2018,Philadelphia
2018-03-18,126213.08,32100.53,23976.21,204.7,69931.64,53034.96,15925.76,970.92,conventional,2018,Louisville
2018-03-18,119853.94,2557.74,20398.98,133.09,96764.13,82917.28,13846.85,0,organic,2018,Southeast
2018-03-04,7466.34,521.04,142.08,0,6803.22,6275.55,527.67,0,organic,2018,NewOrleansMobile
2018-03-11,629090.87,23641.04,479640.6,1840.01,123969.22,102902.94,19475.17,1591.11,conventional,2018,Boston
2018-01-07,15714.11,405.37,4195.19,0,11113.55,7883.61,3229.94,0,organic,2018,Atlanta
2018-03-18,428600.2,82792.93,43727.67,29920.79,272158.81,220038.13,37118.17,15002.51,conventional,2018,Detroit
2018-03-25,149396.5,16361.69,109045.03,65.45,23924.33,19273.8,4270.53,380,conventional,2018,Albany
2018-03-04,6295529.61,2380723.98,1676629.99,116796.74,2121378.9,1992549.07,47126.97,81702.86,conventional,2018,California
2018-01-21,105688.73,1379.6,16329.87,114.48,87864.78,71192.79,16671.99,0,organic,2018,Southeast
2018-03-04,28406.76,5610.19,618.5,0,22178.07,20545.89,1632.18,0,organic,2018,DallasFtWorth
2018-02-25,484876.62,308452.46,39379.53,1251.31,135793.32,96039.07,39654.25,100,conventional,2018,Tampa
2018-03-25,316217.11,77628.91,88215.28,1928.8,148444.12,135644.21,11246.17,1553.74,conventional,2018,RichmondNorfolk
2018-01-14,188231.39,42103.61,39886.19,14213.38,92028.21,87576.92,4431.35,19.94,conventional,2018,Indianapolis
2018-02-11,7801.52,183.18,130.5,0,7487.84,7163.33,324.51,0,organic,2018,NewOrleansMobile
2018-03-18,308716.16,16506.01,218357.11,217.92,73635.12,68741.49,3282.52,1611.11,conventional,2018,HartfordSpringfield
2018-02-25,126906.61,20045.22,4781.58,0,102079.81,87202.79,14877.02,0,organic,2018,SouthCentral
2018-02-25,352533.59,76253.45,109855.16,6642.99,159781.99,76321.56,82977.1,483.33,conventional,2018,LasVegas
2018-02-11,4099.32,243.98,1330.99,0,2524.35,583.17,1941.18,0,organic,2018,Spokane
2018-02-04,8320.22,15.77,626.63,0,7677.82,7677.82,0,0,organic,2018,GrandRapids
2018-01-28,56920.22,2711.12,14479.56,0,39729.54,27818.91,11910.63,0,organic,2018,Plains
2018-03-25,1774776.77,63905.98,908653.71,843.45,801373.63,774634.09,23833.93,2905.61,conventional,2018,NewYork
2018-02-11,433809.84,89138.42,145487.36,5018.6,194165.46,71692.87,122026.15,446.44,conventional,2018,LasVegas
2018-03-25,950483.37,176286.79,222958.27,16540.62,534697.69,121655.4,413042.29,0,conventional,2018,Denver
2018-02-04,16592.21,352.86,3254.9,50.98,12933.47,12581.65,351.82,0,organic,2018,RichmondNorfolk
2018-01-28,103243.02,1886.12,21288.86,121.72,79946.32,63894.49,16051.83,0,organic,2018,Southeast
2018-01-07,512142.96,164665.38,81248.88,23315.8,242912.9,195595.55,45090.53,2226.82,conventional,2018,Detroit
2018-03-25,12030.96,17.85,5964.29,161.23,5887.59,5792.37,95.22,0,organic,2018,Charlotte
2018-02-25,30553.46,12,779.62,0,29761.84,29761.84,0,0,organic,2018,NorthernNewEngland
2018-03-11,10160.96,38.32,2553.36,0,7569.28,5132.05,2437.23,0,organic,2018,Nashville
2018-02-18,7807.21,434.86,1521.43,0,5850.92,5850.92,0,0,organic,2018,Columbus
2018-01-14,146720.73,31829.24,4472.99,0,110418.5,102266.31,8152.19,0,organic,2018,SouthCentral
2018-02-11,7732.34,1448.4,752.88,1.75,5529.31,3018.89,2510.42,0,organic,2018,StLouis
2018-02-04,395673.05,92062.94,211176.35,157.51,92276.25,89502.17,1977.41,796.67,conventional,2018,HarrisburgScranton
2018-01-21,4954059.33,2925027.75,461260.99,15728.65,1552041.94,879462.33,647625.95,24953.66,conventional,2018,Southeast
2018-02-25,1018614.31,166753.37,254657.74,14153.31,583049.89,137052.52,445944.87,52.5,conventional,2018,Denver
2018-03-04,6103.89,164.06,2155.05,0,3784.78,3393.22,391.56,0,organic,2018,Roanoke
2018-02-04,14307.71,204.51,181.6,0,13921.6,4203.8,9717.8,0,organic,2018,BuffaloRochester
2018-03-18,10458.41,351.4,439.42,0,9667.59,9656.48,11.11,0,organic,2018,MiamiFtLauderdale
2018-02-18,396568.38,246434.79,23807.51,1357.35,124968.73,83331.83,41450.24,186.66,conventional,2018,Orlando
2018-03-04,289118.6,69170.11,83513.89,1792.21,134642.39,115639.95,18714.11,288.33,conventional,2018,RichmondNorfolk
2018-03-25,37893.5,3464.04,5737.9,9.42,28682.14,28637.44,44.7,0,organic,2018,Philadelphia
2018-01-07,4816.9,43.51,412.17,0,4361.22,4357.89,3.33,0,organic,2018,Albany
2018-01-28,6987.56,433.66,374.96,0,6178.94,6178.94,0,0,organic,2018,Albany
2018-03-11,134625.32,40798.11,15527.17,1089.04,77211,48023.13,29181.2,6.67,conventional,2018,Pittsburgh
2018-02-25,281655.48,63582.79,127685.46,166.92,90220.31,78774.1,9426.21,2020,conventional,2018,HarrisburgScranton
2018-03-11,15216.33,341.99,3553.23,0,11298.11,8448.16,2849.95,0,organic,2018,Indianapolis
2018-02-18,283265.66,11150.75,209791.73,212.96,62110.22,60822.76,386.35,901.11,conventional,2018,HartfordSpringfield
2018-01-07,19702.51,257.05,4243.68,151.13,15050.65,14269.86,780.79,0,organic,2018,SouthCarolina
2018-01-07,484007.91,317536.23,44226.34,1046.81,121198.53,68969.54,52215.66,13.33,conventional,2018,Tampa
2018-02-25,208279.53,2534.14,86121.81,63728.61,55894.97,27041.98,11484.9,17368.09,conventional,2018,GrandRapids
2018-01-07,15204.66,76.07,4721.42,1.4,10405.77,10405.77,0,0,organic,2018,HartfordSpringfield
2018-03-25,2843541.07,1007972.48,439940.61,63511.29,1332116.69,1248694.27,26861.69,56560.73,conventional,2018,LosAngeles
2018-01-07,303592.92,98045.53,37713.62,18889.29,148944.48,130642.78,18046.8,254.9,conventional,2018,CincinnatiDayton
2018-03-25,965185.06,438526.12,199585.9,11017.42,316055.62,153009.89,160999.1,2046.63,conventional,2018,WestTexNewMexico
2018-03-25,121917.39,1929.39,18391.86,110.05,101486.09,85313.41,16172.68,0,organic,2018,Southeast
2018-01-28,13996.05,145.91,6494.37,156.02,7199.75,6924.72,275.03,0,organic,2018,RaleighGreensboro
2018-03-25,181040.19,3445.85,41893.24,641.59,135059.51,125890.81,9168.7,0,organic,2018,Midsouth
2018-02-18,49348.86,1201.04,40277.25,8.4,7862.17,7566.48,295.69,0,organic,2018,HartfordSpringfield
2018-02-25,303577.39,23250.65,66623.87,199.38,213503.49,193020.88,20482.61,0,organic,2018,Northeast
2018-02-25,263363.41,59106.97,31605.03,9097.03,163554.38,135219.03,24337.13,3998.22,conventional,2018,CincinnatiDayton
2018-02-11,554598.15,193066.47,282308.93,1180.54,78042.21,70403.14,1800.9,5838.17,conventional,2018,Sacramento
2018-01-14,19522.15,17.87,7132.92,241.85,12129.51,12116.18,13.33,0,organic,2018,Charlotte
2018-01-14,423919.68,190128.64,82399.03,3424.35,147967.66,105934.11,39865.79,2167.76,conventional,2018,SouthCarolina
2018-01-28,1592137.3,902410.41,288508.97,12312.08,388905.84,235248.48,147958.47,5698.89,conventional,2018,PhoenixTucson
2018-03-04,222950.32,6008.33,68134.36,0,147949.04,119193.36,28755.68,0,organic,2018,GreatLakes
2018-01-14,35522.77,11013.42,108.93,0,24400.42,23953.75,446.67,0,organic,2018,Houston
2018-02-11,79877.83,6604.28,15647.94,863.92,56761.69,55116.51,1645.18,0,organic,2018,NewYork
2018-02-18,186523.76,48716.42,27782.65,4155.93,105868.76,86145.76,17865.71,1857.29,conventional,2018,Indianapolis
2018-01-21,22121.43,826.25,3379.62,0,17890.6,11215.49,6675.11,0,organic,2018,Detroit
2018-02-04,128702.15,39582.33,8511.49,22490.26,58118.07,17470.72,40491.57,155.78,conventional,2018,Boise
2018-03-18,841171.24,85185.29,435552.05,174149.72,146284.18,110035.76,34764.91,1483.51,conventional,2018,Chicago
2018-01-07,9115.92,283.13,90.07,0,8742.72,4250.19,4492.53,0,organic,2018,BuffaloRochester
2018-02-18,277022.82,67138.92,129856.77,111.37,79915.76,71649,6605.65,1661.11,conventional,2018,HarrisburgScranton
2018-03-04,94804.19,21571.92,26446.43,559,46226.84,20795.01,25368.62,63.21,conventional,2018,Spokane
2018-03-25,20507.49,687.46,2729.79,0,16887,13920.18,2966.82,0,organic,2018,Detroit
2018-02-04,10894677.77,4473811.63,4097591.67,146357.78,2176916.69,2072477.62,34196.27,70242.8,conventional,2018,California
2018-03-18,93566.16,10829.18,30437.33,0,52299.65,52187.11,112.54,0,organic,2018,LosAngeles
2018-02-11,262133.71,69727.98,67904.5,5261.66,119239.57,113041.82,6197.75,0,conventional,2018,Charlotte
2018-02-25,31567.3,34.89,2390.82,0,29141.59,25069.34,4072.25,0,organic,2018,Boston
2018-03-25,908202.13,142681.06,463136.28,174975.75,127409.04,103579.41,22467.04,1362.59,conventional,2018,Chicago
2018-03-11,13697.68,29.01,6861.78,222.69,6584.2,6511.53,72.67,0,organic,2018,Charlotte
2018-03-25,264778.18,77671.02,21732.24,3272.61,162102.31,133163.77,28160.04,778.5,conventional,2018,Columbus
2018-02-18,14240.92,140.37,5695.17,122.61,8282.77,8197.97,84.8,0,organic,2018,RaleighGreensboro
2018-02-18,51564.7,2125.96,12402.09,79.77,36956.88,36927.99,28.89,0,organic,2018,BaltimoreWashington
2018-02-11,14289.52,70.09,4206.95,84.14,9928.34,8754.94,1173.4,0,organic,2018,SouthCarolina
2018-02-04,141362.77,36203.06,49563.73,560.55,55035.43,21807.59,33030.13,197.71,conventional,2018,Spokane
2018-01-28,96380.28,13196.3,24933.01,128.24,58122.73,56090.23,2032.5,0,organic,2018,NewYork
2018-02-11,116882.18,33543.27,21090.24,1094.97,61153.7,37660.14,23490.23,3.33,conventional,2018,Pittsburgh
2018-02-04,427950.71,11605.62,345582.17,1100.67,69662.25,67967.4,1438.65,256.2,conventional,2018,HartfordSpringfield
2018-02-18,1421970.53,780856.19,250380.23,5033.93,385700.18,268220.8,102051.19,15428.19,conventional,2018,DallasFtWorth
2018-01-07,30096,14.46,2704.48,0,27377.06,25121.53,2255.53,0,organic,2018,Boston
2018-02-11,516404.7,346562.74,36818.09,1200.04,131823.83,74552.03,57051.8,220,conventional,2018,Orlando
2018-03-25,18717.08,469.23,3942.82,0,14305.03,9398.45,4906.58,0,organic,2018,Atlanta
2018-03-25,305105.53,171335.77,20076.04,2425.1,111268.62,94895.33,15963.29,410,conventional,2018,NewOrleansMobile
2018-03-11,227714.5,126052.23,12557.63,439.09,88665.55,37739.81,50845.74,80,conventional,2018,Jacksonville
2018-01-21,577116.22,11506.29,492832.55,3776,69001.38,27451.21,41550.17,0,conventional,2018,NorthernNewEngland
2018-02-11,234557.28,134245.82,14759.96,521.63,85029.87,34342.57,50597.3,90,conventional,2018,Jacksonville
2018-02-04,2838.38,57.22,465.58,0,2315.58,2008.9,306.68,0,organic,2018,Jacksonville
2018-02-18,2749718.75,1148398.39,357520.77,74811.86,1168987.73,1089251.46,33031.23,46705.04,conventional,2018,LosAngeles
2018-03-11,345645.83,95991.36,94894.74,1776.1,152983.63,139363.88,13327.83,291.92,conventional,2018,RichmondNorfolk
2018-01-07,4764.47,59.95,133.89,0,4570.63,3125.05,1445.58,0,organic,2018,Syracuse
2018-03-25,10720.47,1541.02,1842.23,0,7337.22,7283.04,54.18,0,organic,2018,LasVegas
2018-03-11,4685.01,168.95,61.01,0,4455.05,775.9,3679.15,0,organic,2018,Syracuse
2018-01-28,548587.07,125676.32,178484.53,599.03,243827.19,136634.87,106746.35,445.97,conventional,2018,Seattle
2018-03-18,22375.57,6,243.48,0,22126.09,22126.09,0,0,organic,2018,NorthernNewEngland
2018-03-25,477637.43,82568.15,72460.6,62078.52,260530.16,211303.55,21812.97,27413.64,conventional,2018,Detroit
2018-03-04,3851.3,311.55,296.77,0,3242.98,3239.65,3.33,0,organic,2018,Albany
2018-03-04,9851.33,223.68,839.86,0,8787.79,7327.76,1460.03,0,organic,2018,Tampa
2018-01-21,4022549.75,834676.76,1528592.15,23691.17,1635589.67,1400848.71,232308.25,2432.71,conventional,2018,Midsouth
2018-02-25,176612.49,4528.42,51477.74,0,119576.4,86332.21,33244.19,0,organic,2018,GreatLakes
2018-02-25,15973.44,601.22,2864.17,0,12410.38,10325.46,2084.92,0,organic,2018,Detroit
2018-01-21,18676.37,1088.49,9282.37,0,8305.51,8305.51,0,0,organic,2018,SanDiego
2018-03-04,17393.3,1832.24,1905.57,0,13655.49,13401.93,253.56,0,organic,2018,WestTexNewMexico
2018-02-04,6294.16,85.22,152.09,0,6056.85,2847.48,3209.37,0,organic,2018,Syracuse
2018-02-11,9487.94,228.09,909.96,0,8349.89,7405.55,944.34,0,organic,2018,Orlando
2018-03-18,245062.31,68444.95,16626.16,10114.52,149876.68,119963.26,25174.42,4739,conventional,2018,CincinnatiDayton
2018-03-18,685505.57,91648.17,191972.39,1244.44,400640.57,180451.72,219003.18,1185.67,conventional,2018,Seattle
2018-03-11,179212.94,29896.39,5707.77,0,143608.78,126427.81,17180.97,0,organic,2018,SouthCentral
2018-02-11,897178.36,131360.75,488374.4,154223.75,123219.46,85210.17,37063.73,945.56,conventional,2018,Chicago
2018-01-14,18678.63,67.8,4372.27,114.33,14124.23,13152.29,971.94,0,organic,2018,SouthCarolina
2018-03-18,471175.79,44696.37,241775.09,334.21,184370.12,169602.85,12962.83,1804.44,conventional,2018,Philadelphia
2018-01-07,24634.86,563.16,3382.94,112.1,20576.66,19899.04,677.62,0,organic,2018,RichmondNorfolk
2018-03-11,249444.49,119801,6013.84,404.77,123224.88,99130.17,19950.02,4144.69,conventional,2018,StLouis
2018-01-07,465108.34,159862.75,247999,1045.98,56200.61,49386.35,522.37,6291.89,conventional,2018,Sacramento
2018-02-18,103546.73,1973.3,19701.21,100.93,81771.29,70925.9,10845.39,0,organic,2018,Southeast
2018-03-18,34809.9,20.31,2456.48,0,32333.11,25094.65,7238.46,0,organic,2018,Boston
2018-02-11,103704.87,1583.44,17086.95,134.96,84899.52,73615.54,11283.98,0,organic,2018,Southeast
2018-03-25,570446.95,135652.39,361227.57,812.1,72754.89,67652.14,624.2,4478.55,conventional,2018,Sacramento
2018-03-11,14486.33,986.55,19.71,0,13480.07,13476.74,3.33,0,organic,2018,Pittsburgh
2018-02-11,8863.94,115.82,1767.7,0,6980.42,5962.17,1018.25,0,organic,2018,Roanoke
2018-03-11,8381.09,35.72,1201.8,0,7143.57,7143.57,0,0,organic,2018,GrandRapids
2018-01-28,162896.45,3033.33,48878.5,911.57,110073.05,101010.31,9062.74,0,organic,2018,Midsouth
2018-02-25,399308.69,22334.63,293596.94,1398.78,81978.34,37405.1,43809.91,763.33,conventional,2018,NorthernNewEngland
2018-02-04,169828.77,37164.18,52978,805.93,78880.66,51038.21,27458.2,384.25,conventional,2018,Louisville
2018-03-11,874780.27,104341.22,484252.62,4933.91,281252.52,278834,2348.52,70,conventional,2018,BaltimoreWashington
2018-02-18,167151.11,4053.94,55861.14,750.29,106476.61,104813.94,1662.67,0,organic,2018,Midsouth
2018-03-25,306280.52,125788.54,10713.8,334.61,169443.57,136737.44,30406.07,2300.06,conventional,2018,Nashville
2018-03-18,11986.57,30.26,5808.91,205.67,5941.73,5801.28,140.45,0,organic,2018,Charlotte
2018-02-11,452805.55,213633.63,65654.71,3577.01,169940.2,126052.2,40667.08,3220.92,conventional,2018,SouthCarolina
2018-01-28,12432.58,21.47,6626.86,271.36,5512.89,5080.46,432.43,0,organic,2018,Charlotte
2018-01-21,8546.3,59.53,2081.22,0,6405.55,2314.95,4090.6,0,organic,2018,Nashville
2018-01-28,7631.73,2280.4,3098,0,2253.33,2253.33,0,0,organic,2018,Sacramento
2018-01-21,9495.46,281.81,1266.88,0,7884.46,4149.72,3734.74,0,organic,2018,Indianapolis
2018-02-25,4162.96,154.36,133.07,0,3875.53,1645.95,2229.58,0,organic,2018,Syracuse
2018-01-28,14446.26,390.17,5130.48,0,8925.61,5602.18,3323.43,0,organic,2018,Atlanta
2018-01-21,951648.11,110759.53,473797.46,154585.97,212505.15,79124.15,133370.44,10.56,conventional,2018,Chicago
2018-01-28,7695.89,156.01,859.2,0,6680.68,5567.39,1113.29,0,organic,2018,Tampa
2018-03-11,314847.26,17765.06,215834.18,183.31,81064.71,66170.41,13298.75,1595.55,conventional,2018,HartfordSpringfield
2018-02-18,85630.24,5499.73,61661.76,75,18393.75,15677.67,2336.08,380,conventional,2018,Albany
2018-02-25,179041.72,28991.22,83730.03,0,66320.47,66273.89,46.58,0,organic,2018,California
2018-02-11,33493.93,2598.21,7330.17,8.57,23556.98,1415.85,22087.81,53.32,organic,2018,Portland
2018-03-25,6687009.44,1932162.02,2715163.6,92955.04,1946728.78,1827362.5,37434.21,81932.07,conventional,2018,California
2018-03-25,163496.7,29253.3,5080.04,0,129163.36,109052.26,20111.1,0,organic,2018,SouthCentral
2018-03-25,34687.2,10102.62,10778.96,0,13805.62,13802.29,3.33,0,organic,2018,SanFrancisco
2018-03-11,18202.54,3,342.18,0,17857.36,17807.36,50,0,organic,2018,NorthernNewEngland
2018-02-04,188212.98,38078.53,60551.97,0,89582.48,89527.66,54.82,0,organic,2018,California
2018-02-04,13273.93,26.28,5187.8,201.87,7857.98,7613.73,244.25,0,organic,2018,Charlotte
2018-01-21,999783.13,15177.93,865836.92,6492.83,112275.45,85468.78,26806.67,0,conventional,2018,Boston
2018-02-18,636925.69,81789.75,278393.23,16614.38,260128.33,160051.88,99595.36,481.09,conventional,2018,Portland
2018-02-18,325042.62,60956.79,107433.65,6230.52,150421.66,74636.88,75331.45,453.33,conventional,2018,LasVegas
2018-01-21,233732.16,62385.12,66055.88,11433.91,93857.25,84064.64,9782.65,9.96,conventional,2018,Indianapolis
2018-03-25,14503.47,78.95,148.37,0,14276.15,9992.31,4283.84,0,organic,2018,Syracuse
